,year,actual,predicted,typhoon
1745,,0.0,0.32302022,fengshen2008
1748,,0.1404234876759912,1.3313471,fengshen2008
1758,,0.0,0.5667566,fengshen2008
1760,,0.0,0.098160386,fengshen2008
1761,,0.0534664052753519,4.5323815,fengshen2008
1762,,0.0,0.31749737,fengshen2008
1764,,0.0,0.29036456,fengshen2008
1767,,5.531914893617021,16.788813,fengshen2008
1769,,0.0,0.0814016,fengshen2008
1773,,0.0,0.8638635,fengshen2008
1775,,0.0,0.31600094,fengshen2008
1777,,0.0,0.19977114,fengshen2008
1780,,0.0,0.08881601,fengshen2008
1784,,0.0,0.082801975,fengshen2008
1788,,4.552898788077301,14.445988,fengshen2008
1789,,1.455570797134583,4.1573043,fengshen2008
1790,,0.8632293556504945,1.3239155,fengshen2008
1791,,0.0,0.22439611,fengshen2008
1794,,2.7366306803916647,2.1769872,fengshen2008
1797,,2.6998331563779767,0.6772777,fengshen2008
1799,,0.1409017713365539,6.026131,fengshen2008
1801,,0.0,0.082141675,fengshen2008
1802,,0.0,5.856784,fengshen2008
1804,,0.0,0.2931724,fengshen2008
1807,,0.0,0.21186674,fengshen2008
1808,,0.52916416115454,1.2870728,fengshen2008
1818,,0.0,-0.044887293,fengshen2008
1820,,0.0,0.18237442,fengshen2008
1826,,0.0,7.3945727,fengshen2008
1830,,2.0163754124404254,4.0738287,fengshen2008
1831,,0.1678908709338929,1.8962183,fengshen2008
1833,,0.1258851298190401,18.487967,fengshen2008
1834,,0.4420580932964614,2.7295513,fengshen2008
1835,,0.0,0.42395693,fengshen2008
1836,,0.0,7.2783237,fengshen2008
1847,,0.0,8.647175,fengshen2008
1854,,0.0,2.1227906,fengshen2008
1855,,0.0274908691041903,0.912887,fengshen2008
1856,,6.646341463414634,5.1428556,fengshen2008
1857,,0.0,-0.17935134,fengshen2008
1859,,0.2893997023317347,1.4014802,fengshen2008
1861,,0.0,0.53674847,fengshen2008
1864,,0.0,0.19202252,fengshen2008
1868,,5.133964383122092,0.87665856,fengshen2008
1870,,2.781118460613349,0.34393626,fengshen2008
1872,,0.0,-0.17236164,fengshen2008
1873,,0.0,-0.1000963,fengshen2008
1877,,0.0145708873670406,0.23933099,fengshen2008
1879,,0.1192368839427662,2.9510453,fengshen2008
1880,,0.0,0.31137112,fengshen2008
1882,,0.0583515681983953,12.080958,fengshen2008
1885,,0.0,0.020626385,fengshen2008
1892,,0.0,0.19079906,fengshen2008
1894,,0.8264462809917356,0.4054622,fengshen2008
1895,,0.0200347268598904,1.467762,fengshen2008
1897,,0.0,0.06816375,fengshen2008
1898,,0.0,0.08990222,fengshen2008
1899,,0.628930817610063,2.5253427,fengshen2008
1903,,9.397278029812057,4.5589285,fengshen2008
1905,,0.2514305531472169,4.387077,fengshen2008
1906,,3.830402312695736,0.78779846,fengshen2008
1907,,0.0,0.05057033,fengshen2008
1913,,0.6690241804453789,3.0893788,fengshen2008
1914,,13.848224802288406,7.085752,fengshen2008
1917,,0.0,0.053608105,fengshen2008
1918,,0.0,0.040733203,fengshen2008
1922,,90.62927496580028,0.65932214,fengshen2008
1923,,4.152568440479852,8.095342,fengshen2008
2942,,0.0,4.201706,fung-wong2014
2945,,0.0820650552074007,0.029345052,fung-wong2014
2951,,0.0677966101694915,-0.053530194,fung-wong2014
2953,,0.0282885431400282,-0.3610765,fung-wong2014
2958,,0.0094153092929102,-0.013251952,fung-wong2014
2964,,0.0129584035246857,0.5439616,fung-wong2014
2965,,0.4127115146512587,0.030358879,fung-wong2014
2966,,0.1397624039133473,0.28069347,fung-wong2014
2970,,0.0022796958885684,-0.07239123,fung-wong2014
2971,,0.2360080917060013,-0.105054565,fung-wong2014
2981,,0.091767173571054,0.08823868,fung-wong2014
2982,,0.1854083619171224,0.06699363,fung-wong2014
2983,,0.0,-0.8796074,fung-wong2014
2984,,0.081799591002045,0.18580943,fung-wong2014
2985,,0.0,0.325757,fung-wong2014
2986,,0.4019709543568464,0.3152312,fung-wong2014
2991,,0.006032454605779,0.002842429,fung-wong2014
2992,,0.117820324005891,0.0050382875,fung-wong2014
3003,,0.0,0.24164283,fung-wong2014
3009,,0.042517006802721,-0.32042548,fung-wong2014
3010,,0.0,-0.32042548,fung-wong2014
3015,,0.019723865877712,0.16185497,fung-wong2014
3019,,0.9374208259437548,0.28038478,fung-wong2014
3020,,0.0,10.949444,fung-wong2014
3024,,1.8063918480778136,0.5158369,fung-wong2014
3032,,0.2105604146420473,0.12225056,fung-wong2014
3033,,0.2012822424332787,0.082894295,fung-wong2014
3035,,0.0035826884494124,-0.03503844,fung-wong2014
3039,,0.1980911219160814,0.4845415,fung-wong2014
3043,,0.4514672686230248,0.23698406,fung-wong2014
3047,,0.0,0.38986215,fung-wong2014
3056,,0.0238265427686442,0.37326428,fung-wong2014
3059,,0.1207729468599033,0.3234496,fung-wong2014
3060,,0.0,-0.5227484,fung-wong2014
3075,,0.0,-0.03936053,fung-wong2014
3089,,0.0181290790427846,-0.090032056,fung-wong2014
3091,,0.0,-0.14327967,fung-wong2014
3092,,0.0902255639097744,0.2612971,fung-wong2014
3095,,0.0,0.009329616,fung-wong2014
3096,,0.0328083989501312,0.100375496,fung-wong2014
3097,,0.0253549695740365,-0.06619729,fung-wong2014
3104,,0.0129148908691721,0.14042461,fung-wong2014
3107,,0.0,0.051082637,fung-wong2014
3109,,0.0094184129974099,-0.07501791,fung-wong2014
3111,,0.1472754050073637,0.39257938,fung-wong2014
3112,,0.1157407407407407,0.011223807,fung-wong2014
3113,,0.1099035291244352,0.10490843,fung-wong2014
3120,,16.84342729556238,0.280137,fung-wong2014
3125,,0.2074688796680498,0.07108774,fung-wong2014
3130,,0.5358509823934677,1.827135,fung-wong2014
3134,,0.338409475465313,0.32911742,fung-wong2014
3136,,0.0,0.020347552,fung-wong2014
3138,,1.6970327954190525,0.15847357,fung-wong2014
3141,,4.36702649656526,0.32869166,fung-wong2014
3142,,0.1474110926847245,4.889107,fung-wong2014
3150,,0.0551876379690949,0.4528605,fung-wong2014
3154,,0.0,-0.093065135,fung-wong2014
3159,,0.0,0.2179824,fung-wong2014
3160,,0.1538461538461538,0.26761794,fung-wong2014
3162,,0.0,0.282632,fung-wong2014
3169,,0.0,-0.11383239,fung-wong2014
3191,,0.0,0.023471983,fung-wong2014
3192,,0.2653927813163482,0.2328981,fung-wong2014
3194,,0.0,-0.17313848,fung-wong2014
3196,,7.424867413081909,0.73057026,fung-wong2014
3198,,0.0,0.13650592,fung-wong2014
3202,,2.6174605755161764,0.34894806,fung-wong2014
3203,,0.0118175372252422,0.047282655,fung-wong2014
3204,,0.0,0.013257012,fung-wong2014
3211,,0.0254906958959979,1.0756974,fung-wong2014
3215,,0.1614205004035512,0.2555791,fung-wong2014
3216,,1.4125316914161534,0.31216958,fung-wong2014
3218,,0.8792497069167644,0.28538173,fung-wong2014
3222,,0.542311603208677,0.080340594,fung-wong2014
3223,,0.3224939532383767,-0.20227441,fung-wong2014
3225,,0.0,0.7201536,fung-wong2014
3226,,0.9025270758122744,0.5192517,fung-wong2014
3231,,8.335273573923166,0.2023655,fung-wong2014
3232,,0.5405405405405406,0.2499899,fung-wong2014
3236,,0.0,0.081442185,fung-wong2014
3237,,0.0178762960314622,0.5586184,fung-wong2014
3239,,0.0,-0.29392138,fung-wong2014
3245,,0.0,0.4349002,fung-wong2014
3247,,0.0798296966471527,0.11733066,fung-wong2014
3248,,0.0,-0.1887477,fung-wong2014
3249,,0.0,-0.15113348,fung-wong2014
3251,,0.0824305228450306,0.03818925,fung-wong2014
3255,,0.0,0.2570493,fung-wong2014
3259,,0.2224075618571031,-0.1877658,fung-wong2014
3261,,0.0,-0.03018747,fung-wong2014
3272,,0.1890359168241966,0.057572547,fung-wong2014
3273,,0.0,0.16600625,fung-wong2014
3277,,0.0,0.29424718,goni2015
3285,,0.108499095840868,0.18517603,goni2015
3287,,0.0259168070493715,0.22514558,goni2015
3290,,0.4345936549326379,-0.13696635,goni2015
3291,,0.1003386429198545,0.20762616,goni2015
3293,,0.0092704180958561,0.02451168,goni2015
3294,,0.0282965478211658,0.07886937,goni2015
3295,,0.0,0.16123475,goni2015
3299,,0.0,0.14707564,goni2015
3307,,0.042517006802721,0.0987452,goni2015
3313,,0.0,0.04212649,goni2015
3315,,0.0743080066877206,0.32004288,goni2015
3318,,0.0,0.054024227,goni2015
3323,,0.0,0.26990715,goni2015
3324,,0.0182949140139041,-0.14966613,goni2015
3331,,0.0,0.16579722,goni2015
3346,,12.324929971988796,0.36681232,goni2015
3354,,0.0,0.020392986,goni2015
3359,,0.2314814814814814,-0.049510945,goni2015
3368,,0.1020668537892319,0.23064563,goni2015
3375,,0.0921319329279528,0.117192835,goni2015
3380,,0.2225932109070673,-0.06394848,goni2015
3381,,0.015525539512498,0.092382744,goni2015
3385,,0.0205507603781339,0.104578406,goni2015
3389,,0.0,0.11924675,goni2015
3399,,0.0451467268623024,0.004547612,goni2015
3401,,0.2267573696145124,0.03772314,goni2015
3402,,0.0,-0.010189533,goni2015
3407,,0.0,2.7510042,goni2015
3410,,0.0,0.2598961,goni2015
3418,,0.7243752263672582,0.27664378,goni2015
3419,,0.2145155523775473,0.17851652,goni2015
3421,,0.0647416806940308,0.29204035,goni2015
3424,,0.0,0.12102154,goni2015
3426,,0.5102040816326531,0.26673043,goni2015
3427,,0.0,0.32996,goni2015
3431,,0.0893814801573114,0.27238137,goni2015
3434,,0.0,0.14525115,goni2015
3439,,0.0886262924667651,0.023891553,goni2015
3445,,0.0,0.07994313,goni2015
3448,,0.2217997465145754,3.7294707,goni2020
3450,,0.0,0.48016873,goni2020
3451,,0.0,0.1893802,goni2020
3452,,0.0,0.11055882,goni2020
3453,,0.0,0.45634905,goni2020
3456,,0.0,0.7036339,goni2020
3457,,0.0090702947845804,0.3679603,goni2020
3467,,0.0,0.025631022,goni2020
3469,,0.0196502259775987,0.15270485,goni2020
3477,,0.0,0.115748614,goni2020
3485,,0.0,0.12949501,goni2020
3491,,0.1040077659131881,0.108035706,goni2020
3493,,5.3731343283582085,9.597256,goni2020
3495,,14.092556453861166,4.731915,goni2020
3496,,0.0,0.0681909,goni2020
3503,,5.0664451827242525,1.7113293,goni2020
3504,,0.0,-0.042902555,goni2020
3505,,0.0,0.021040525,goni2020
3506,,0.0,0.02231813,goni2020
3510,,0.0,0.13733876,goni2020
3512,,7.4987071194621615,2.8251863,goni2020
3513,,0.0,0.24166259,goni2020
3515,,0.0,0.016802648,goni2020
3516,,0.0,-0.20321994,goni2020
3527,,0.0,0.24817604,goni2020
3528,,0.0,0.27849323,goni2020
3530,,0.0,0.14588103,goni2020
3532,,12.18336834301248,0.18000536,goni2020
3535,,0.9398496240601504,0.5648,goni2020
3541,,0.0,0.45033512,goni2020
3542,,2.8200044062568845,1.0140514,goni2020
3545,,0.5431542690600781,-0.030048631,goni2020
3546,,9.34156378600823,5.645133,goni2020
3547,,22.67489711934157,5.645133,goni2020
3550,,0.0345832715774912,0.105962485,goni2020
3551,,0.0,0.047143575,goni2020
3553,,0.0,0.32263905,goni2020
3555,,0.0,0.32455143,goni2020
3562,,0.0,0.1015746,goni2020
3565,,0.0711349984192222,0.28680632,goni2020
3569,,0.0,-0.021441055,goni2020
3570,,8.020924149956409,4.936835,goni2020
3572,,0.0,0.29419276,goni2020
3576,,1.7471128220313887,1.2830834,goni2020
3577,,0.133254367782055,1.2830834,goni2020
3579,,0.0,0.26780382,goni2020
3582,,16.365424812492314,7.8541956,goni2020
3583,,13.951935914552738,14.756624,goni2020
3587,,0.0,0.5255854,goni2020
3589,,0.0,0.37030756,goni2020
3590,,0.0,0.013872727,goni2020
3591,,0.0,0.4757419,goni2020
3594,,0.0,0.26401415,goni2020
3595,,0.0,0.15507337,goni2020
3602,,7.569925583782397,2.7397928,goni2020
3607,,8.811270912826535,2.176246,goni2020
3609,,0.0,0.19450323,goni2020
3610,,0.0149958761340631,0.33815053,goni2020
3612,,0.3282475229469333,1.3391322,goni2020
3622,,1.7543859649122806,1.5383741,goni2020
3623,,6.058686932657801,4.0076265,goni2020
3624,,0.0,0.20017777,goni2020
3626,,10.361653272101034,5.858063,goni2020
3628,,0.0,0.26552996,goni2020
3630,,0.0564095332111126,0.5904265,goni2020
3634,,5.800769386515489,6.068776,goni2020
3635,,4.569479965899403,2.8672233,goni2020
3641,,1.9528501055594647,0.08194534,goni2020
3643,,0.2038154247513452,0.5937989,goni2020
3646,,0.52524456700151,15.09024,goni2020
3653,,0.0,0.17066807,goni2020
3657,,0.0,-0.014318464,goni2020
3667,,5.499977768885332,1.50626,goni2020
3680,,0.0,0.0017909207,goni2020
3685,,0.003180560414745,0.25739002,goni2020
3687,,0.3067571789700912,0.32523662,goni2020
3688,,21.39251080521556,3.18614,goni2020
3689,,0.021375514348314,-0.5213594,goni2020
3691,,0.0387964479696525,2.2891796,goni2020
3700,,0.0,-0.008490225,goni2020
3702,,0.0,-0.04018952,goni2020
3705,,0.0,0.20186524,goni2020
3707,,0.0,0.27157712,goni2020
3708,,0.3639871946673683,0.19603184,goni2020
3710,,0.0,0.06907584,goni2020
3712,,1.2740009437044029,0.30851978,goni2020
3714,,0.0,0.38542965,goni2020
3715,,1.7928666793820331,0.79191947,goni2020
3726,,0.2320903605136933,0.2052982,goni2020
3729,,0.5852516582130316,0.64965117,goni2020
3745,,8.29555757026292,4.6279874,goni2020
3749,,10.031409501374164,2.0914996,goni2020
3750,,0.1500562711016631,0.27103782,goni2020
3753,,0.6706671373102718,4.8554535,goni2020
3758,,0.0,0.20088583,goni2020
3759,,42.48853211009174,5.311221,goni2020
3762,,5.621139863966851,4.7596116,goni2020
3765,,0.0,0.28056142,goni2020
3769,,4.949110837713902,1.6035261,goni2020
3771,,0.2134533287181262,1.8828952,goni2020
3783,,0.0,0.39126498,goni2020
3786,,5.60850946263296,4.7729526,goni2020
3800,,0.3138778865555638,0.31469032,goni2020
3801,,1.9155077407504597,2.0291462,goni2020
3802,,0.0452079566003616,0.5664943,goni2020
3808,,0.0,0.072024375,goni2020
3817,,0.0,-0.04784014,goni2020
3818,,0.2117021755776766,0.5030043,goni2020
3819,,0.0,0.13864136,goni2020
3821,,2.1653543307086616,1.4341767,goni2020
3833,,0.0024133021212925,0.2595368,goni2020
3834,,0.9049882954847116,0.2595368,goni2020
3835,,0.0101858925388337,0.16072033,goni2020
3840,,0.0,0.6772903,goni2020
3843,,1.152379728398235,2.625368,goni2020
3844,,7.703253347131492,3.990195,goni2020
3848,,0.0,0.062257048,goni2020
3849,,0.0,-0.48700485,goni2020
3852,,0.0,0.47914016,goni2020
3856,,0.5320692657444133,3.8914044,goni2020
3860,,0.0,-0.039133694,goni2020
3864,,0.0,0.25868285,goni2020
3865,,0.0,0.21018526,goni2020
3866,,2.144082332761578,1.7808679,goni2020
3870,,0.119535519125683,0.42873052,goni2020
3874,,0.287113663232562,3.1689544,goni2020
3877,,0.0,0.29505995,goni2020
3879,,0.1888375996642887,0.045135524,goni2020
3881,,9.61068271581719,2.949597,goni2020
3887,,0.0,0.21443987,goni2020
3890,,22.86884228812508,2.6942837,goni2020
3891,,34.45835043085761,9.931877,goni2020
3899,,0.0,0.3071474,goni2020
3900,,3.3030063291139244,1.3521919,goni2020
3904,,0.0,0.20946236,goni2020
3907,,0.0,0.08825876,goni2020
3914,,0.0,0.03055619,goni2020
3918,,0.0476774281433047,1.7329937,goni2020
3922,,0.0,0.29899225,goni2020
3924,,0.8558807288790724,1.0469263,goni2020
3931,,9.997076878105815,16.38062,goni2020
3934,,0.717848886725879,0.74334466,goni2020
3941,,2.1658469238070586,15.40948,goni2020
3943,,13.186746623054091,5.937349,goni2020
3947,,0.0,0.076229446,goni2020
3950,,0.0,-0.42433062,goni2020
3957,,0.0,1.0644103,goni2020
3959,,5.692504987175834,3.3828177,goni2020
3961,,9.204704866731412,10.283795,goni2020
3969,,0.4258614014711576,2.3493798,goni2020
3970,,0.0,0.24837644,goni2020
3971,,0.0184331797235023,0.24320412,goni2020
3972,,0.0233508464681844,0.7245302,goni2020
3987,,2.099236641221374,0.933584,goni2020
3990,,7.424015944195316,1.8697481,goni2020
3997,,0.8781307269395235,0.30913395,goni2020
3999,,11.791014433828014,6.7603054,goni2020
4008,,0.8863906604691385,1.4835234,goni2020
4011,,4.722622079503931,5.2300286,goni2020
4015,,3.808717731696995,1.1376873,goni2020
4017,,0.535077288941736,6.3268275,goni2020
4019,,0.0,0.10209427,goni2020
4022,,12.629206069936222,2.441806,goni2020
4023,,0.0433839479392624,0.6567949,goni2020
4029,,11.342248637939576,2.1182063,goni2020
4031,,0.0838047349675256,1.2001994,goni2020
4033,,0.0,0.08639053,goni2020
4035,,0.0,0.5673316,goni2020
4043,,1.871035091945716,1.3728167,goni2020
4045,,0.0,0.39554706,goni2020
4046,,3.7728194726166326,2.2549129,goni2020
4047,,1.0433689503456949,0.6153516,goni2020
4054,,0.0,0.07248252,goni2020
4061,,0.0,0.07748834,goni2020
4064,,14.337123938390672,15.097979,goni2020
4066,,0.0,0.023560997,goni2020
4073,,1.6198079370588914,1.9310764,goni2020
4074,,13.667277007585666,48.63958,goni2020
4076,,0.011481715368276,0.35087794,goni2020
4080,,0.0,0.15884621,goni2020
4081,,0.0,0.2244598,goni2020
4084,,0.0,-0.012968946,goni2020
4086,,6.68145273080122,15.491264,goni2020
4089,,2.400692091413741,2.30366,goni2020
4090,,0.0,-0.03885878,goni2020
4106,,0.0,0.022627657,goni2020
4108,,0.0118175372252422,0.07283829,goni2020
4112,,0.1902346227013316,0.6218653,goni2020
4120,,3.5874173559844644,0.19216883,goni2020
4129,,0.0427715996578272,3.1749701,goni2020
4130,,0.0,0.2068904,goni2020
4131,,1.2886421276304063,0.2068904,goni2020
4138,,0.0,0.047193114,goni2020
4147,,0.0,0.23981465,goni2020
4148,,0.0112981584001807,0.16113895,goni2020
4149,,0.0,0.15208021,goni2020
4150,,0.0036953549388418,0.03825474,goni2020
4156,,0.0,0.22249432,goni2020
4160,,0.0,0.24817604,goni2020
4171,,0.0,0.3709287,goni2020
4172,,4.450438300741739,1.6770471,goni2020
4174,,0.0,0.13032852,goni2020
4178,,0.0,-0.05105195,goni2020
4181,,0.0292620120559489,0.30919155,goni2020
4183,,0.0,0.2844392,goni2020
4190,,1.2024940617577198,1.6949275,goni2020
4191,,1.116427432216906,1.0098993,goni2020
4195,,0.0,0.4229182,goni2020
4197,,0.0,0.04860538,goni2020
4198,,0.0,-0.06359291,goni2020
4200,,0.0,-0.042514756,goni2020
4201,,0.0,0.2993506,goni2020
4211,,3.6208824288294488,0.84845364,goni2020
4212,,0.0,0.092827916,goni2020
4215,,0.0,0.138595,goni2020
4216,,0.0309757356737222,-0.19005515,goni2020
4217,,1.2803304078471864,-0.19005515,goni2020
4231,,0.0538430475164894,-0.32439485,goni2020
4233,,15.588954910870326,9.402432,goni2020
4234,,4.044588385930557,6.771676,goni2020
4237,,20.874715261959,11.2732,goni2020
4240,,0.0437636761487965,0.8796396,goni2020
4242,,0.0,0.124385305,goni2020
4243,,0.0,0.2950236,goni2020
4244,,0.0,0.0571759,goni2020
4248,,0.0162022034996759,5.1902194,goni2020
4249,,0.0,0.43753353,goni2020
4256,,11.000463177396943,3.0624604,goni2020
4261,,0.436046511627907,0.520085,goni2020
4262,,35.17849979943843,51.724384,goni2020
4268,,0.0316856780735107,3.0307999,hagupit2014
4270,,0.0,0.2674974,hagupit2014
4272,,0.0,0.09945411,hagupit2014
4273,,0.0,0.1983286,hagupit2014
4274,,0.0,0.37600613,hagupit2014
4279,,0.0908347715505495,0.7720872,hagupit2014
4280,,0.0,0.14471216,hagupit2014
4281,,0.0,0.087600775,hagupit2014
4283,,0.1091107474086197,0.5268042,hagupit2014
4284,,0.0,0.013266151,hagupit2014
4285,,0.0,-0.15284875,hagupit2014
4289,,0.0,0.1985464,hagupit2014
4293,,0.3446399419553782,4.3853827,hagupit2014
4294,,2.580028666985189,3.6908584,hagupit2014
4299,,0.0,-0.124318846,hagupit2014
4301,,0.0,0.12902474,hagupit2014
4302,,0.0,0.100802496,hagupit2014
4305,,0.0,0.050412685,hagupit2014
4308,,0.0,0.1559442,hagupit2014
4311,,0.0,0.14318652,hagupit2014
4314,,0.0,0.100590385,hagupit2014
4315,,0.0,0.015210805,hagupit2014
4316,,0.1584600035213334,4.829023,hagupit2014
4317,,31.997710360618203,10.138666,hagupit2014
4318,,0.0,0.06877941,hagupit2014
4322,,14.503059368281791,4.0776997,hagupit2014
4324,,0.0,0.113364704,hagupit2014
4333,,0.0,-0.028036755,hagupit2014
4335,,0.0051085568326947,-0.08846717,hagupit2014
4336,,0.2442002442002442,4.2125297,hagupit2014
4337,,20.55602358887953,2.8490794,hagupit2014
4338,,0.0989731535321044,1.2135243,hagupit2014
4339,,0.0,3.1377254,hagupit2014
4341,,0.1685077700805092,7.821382,hagupit2014
4347,,0.943516511538952,1.3992811,hagupit2014
4348,,0.0,0.21285678,hagupit2014
4349,,0.0,0.15281923,hagupit2014
4350,,0.0,0.034772277,hagupit2014
4353,,0.0,0.14580719,hagupit2014
4356,,0.0704721634954193,0.81759775,hagupit2014
4360,,0.0208855472013366,4.5785108,hagupit2014
4365,,2.6934959993662364,6.0191917,hagupit2014
4367,,0.0,0.21412262,hagupit2014
4375,,0.5018120992472819,13.225474,hagupit2014
4378,,0.0,0.048284426,hagupit2014
4379,,0.0,0.11897312,hagupit2014
4381,,0.0,0.12854014,hagupit2014
4382,,0.0,0.033936664,hagupit2014
4386,,3.4509803921568625,1.8774668,hagupit2014
4387,,0.6535947712418301,1.8774668,hagupit2014
4388,,0.0,0.065925896,hagupit2014
4391,,0.0,-0.008720066,hagupit2014
4393,,0.7957559681697612,3.397216,hagupit2014
4395,,3.363089059580652,6.761888,hagupit2014
4397,,0.0,0.04331759,hagupit2014
4398,,0.0,-0.021735698,hagupit2014
4399,,0.0,0.10226663,hagupit2014
4405,,0.0,0.0074412455,hagupit2014
4406,,0.0,2.9625645,hagupit2014
4410,,0.0,0.20158096,hagupit2014
4412,,0.0122955858846674,0.9755317,hagupit2014
4413,,0.0,1.4588044,hagupit2014
4416,,0.0922419652393436,4.97754,hagupit2014
4417,,0.2270577105014191,2.4222865,hagupit2014
4418,,0.0958389904959667,0.69463295,hagupit2014
4420,,0.0,0.32752916,hagupit2014
4425,,0.0,0.116783686,hagupit2014
4427,,0.0,0.10944172,hagupit2014
4431,,2.07847295864263,2.3241246,hagupit2014
4434,,0.0,0.12762593,hagupit2014
4438,,0.0403958796202787,0.97869414,hagupit2014
4439,,0.0058702670971529,0.9470685,hagupit2014
4442,,0.0,0.0060029333,hagupit2014
4444,,0.3044802087864289,0.6470657,hagupit2014
4447,,0.0952204618192398,7.8804445,hagupit2014
4448,,20.67949725058916,5.9909687,hagupit2014
4452,,1.4109799897383273,2.7418685,hagupit2014
4457,,0.0,0.007404204,hagupit2014
4458,,22.770736046253056,15.176456,hagupit2014
4461,,0.0,0.038793314,hagupit2014
4466,,0.0,-0.054596692,hagupit2014
4468,,2.373290426387771,6.432809,hagupit2014
4469,,0.0303705203482486,0.71258944,hagupit2014
4470,,0.0,0.42746586,hagupit2014
4473,,1.239425536100728,0.8899898,hagupit2014
4477,,0.0,-0.015773322,hagupit2014
4480,,0.0141083521444695,2.2607753,hagupit2014
4481,,0.1141366378607533,3.8544297,hagupit2014
4482,,0.0,0.16554108,hagupit2014
4483,,2.220364176885916,7.658577,hagupit2014
4488,,3.973921142502328,2.8270936,hagupit2014
4491,,1.0904980384334064,5.105673,hagupit2014
4493,,0.0,0.048718125,hagupit2014
4499,,27.61094871113473,5.9006853,hagupit2014
4500,,0.0,-0.05063091,hagupit2014
4504,,8.518590428113775,9.590148,hagupit2014
4510,,0.0053960716598316,-0.046077136,hagupit2014
4516,,0.110045590315988,6.2437816,hagupit2014
4529,,0.1192944584883688,0.61142963,hagupit2014
4533,,0.0,0.034941986,hagupit2014
4535,,0.0,-0.012458209,hagupit2014
4539,,0.1637733377006223,16.267614,hagupit2014
4540,,0.0467770605295163,0.026296452,hagupit2014
4541,,0.0,0.08546597,hagupit2014
4543,,0.0,1.158861,hagupit2014
4545,,0.0405350628293473,1.043277,hagupit2014
4547,,0.0,0.14135796,hagupit2014
4548,,0.0,0.1725016,hagupit2014
4549,,0.0,0.08019725,hagupit2014
4554,,0.0,0.29926825,hagupit2014
4555,,0.0,0.097160146,hagupit2014
4556,,1.3379282383944862,0.9082926,hagupit2014
4558,,0.3224265583950322,1.4052,hagupit2014
4560,,0.0,-0.043655235,hagupit2014
4561,,0.0,0.048706114,hagupit2014
4567,,19.847504621072087,7.532821,hagupit2014
4568,,0.0,0.17795122,hagupit2014
4569,,0.0,0.06541309,hagupit2014
4572,,0.0,-0.026551837,hagupit2014
4574,,0.7240995172669884,9.129581,hagupit2014
4583,,29.32242990654206,15.992482,hagupit2014
4585,,0.2438548575887631,8.299229,hagupit2014
4589,,0.0,0.16128357,hagupit2014
4592,,0.0,0.0655207,hagupit2014
4593,,0.0,0.18233316,hagupit2014
4594,,0.0,0.014496139,hagupit2014
4595,,0.0,-0.018201454,hagupit2014
4596,,0.0,0.044921458,hagupit2014
4598,,0.6646971935007385,4.928902,hagupit2014
4599,,0.1080886326787966,0.471071,hagupit2014
4601,,0.1209921355111917,0.27591923,hagupit2014
4605,,4.856254856254856,4.63669,hagupit2014
4606,,5.600112565076685,10.720565,hagupit2014
4607,,2.571652925009816,0.7292746,hagupit2014
4614,,3.136593591905565,3.6857703,hagupit2014
4618,,0.0,-0.012909871,hagupit2014
4622,,0.0,0.15203956,hagupit2014
4623,,0.6855718292302898,2.7613456,hagupit2014
4629,,0.0,0.0719468,hagupit2014
4634,,0.2501210263030499,1.8901887,hagupit2014
4637,,0.0,0.17691503,hagupit2014
4639,,3.84990253411306,4.5807023,hagupit2014
4640,,0.153150017403411,0.25939858,hagupit2014
4645,,0.0,0.011752231,hagupit2014
4653,,0.0,0.16140619,hagupit2014
4654,,0.0061694120550311,0.18338136,hagupit2014
4655,,0.0204081632653061,0.95802885,hagupit2014
4658,,0.0702062308029837,3.4912078,hagupit2014
4660,,0.0,0.037083235,hagupit2014
4662,,0.0,-0.049378537,hagupit2014
4668,,2.1856225398798426,1.4237945,hagupit2014
4671,,7.321324811156304,7.853384,hagupit2014
4676,,0.0301386377335744,6.2766433,hagupit2014
4681,,0.0,-0.13746695,hagupit2014
4684,,0.0,-0.061040074,hagupit2014
4686,,0.0,0.058322217,hagupit2014
4687,,0.0201734920314706,0.9023491,hagupit2014
4688,,0.0,-0.023133343,hagupit2014
4690,,0.0,-0.029854616,hagupit2014
4693,,0.0,0.21229017,hagupit2014
4694,,4.062038404726736,4.5712442,hagupit2014
4695,,19.448946515397083,9.129932,hagupit2014
4697,,7.670694015172802,4.860153,hagupit2014
4701,,3.407968389858413,5.299609,hagupit2014
4702,,0.6318589956767542,2.1566205,hagupit2014
4706,,0.0128650456709121,0.2638221,hagupit2014
4717,,0.0,0.22139247,hagupit2014
4718,,0.0,0.0668321,hagupit2014
4724,,0.0,0.055200156,hagupit2014
4725,,0.0,-0.046836097,hagupit2014
4727,,0.0,0.15454583,hagupit2014
4728,,5.385270327799063,2.9012637,hagupit2014
4729,,0.0,0.052186884,hagupit2014
4731,,0.0,0.077055514,hagupit2014
4732,,0.0,0.28654844,hagupit2014
4735,,6.054131054131054,22.06045,hagupit2014
4745,,0.0,0.10257158,hagupit2014
4749,,0.0,0.1251574,hagupit2014
4750,,0.0,0.29179037,hagupit2014
4761,,0.0,0.68281657,hagupit2014
4764,,0.1472556894243641,4.7027483,hagupit2014
4767,,0.0,0.80501306,hagupit2014
4769,,0.0,0.035968903,hagupit2014
4770,,0.0161707632600258,0.42359883,hagupit2014
