pcode_level4;perc_u5;perc_o65
PH031421004;0.10202977;0.059269283
PH031421006;0.105134474;0.061124694
PH031421007;0.095943335;0.043142305
PH031421008;0.114383898;0.068728522
PH031421009;0.116883117;0.055278055
PH031421011;0.160621762;0.02302821
PH031421012;0.118716578;0.059893048
PH031421013;0.117063492;0.079365079
PH031421014;0.115384615;0.047922666
PH031421015;0.127741037;0.054994779
PH031421016;0.135427136;0.036180905
PH031421019;0.104453871;0.050901379
PH031421020;0.117989418;0.054761905
PH031421021;0.131546135;0.052992519
PH031421023;0.118531889;0.059566787
PH031421024;0.124388539;0.057302586
PH031421025;0.126559715;0.047771836
PH031421027;0.120203421;0.044382802
PH031421028;0.166408269;0.028423773
PH031421030;0.134717785;0.045260916
PH031421031;0.132154006;0.040235865
PH031421032;0.13304721;0.036909871
PH031421033;0.116532117;0.044577045
PH031421035;0.121060842;0.049921997
PH031421036;0.13626943;0.044818653
PH031421037;0.103933483;0.063319476
PH031421038;0.14137931;0.036945813
PH031421039;0.122292419;0.073555957
PH031421040;0.111288775;0.061720499
PH031421041;0.132911392;0.053401899
PH031421043;0.115312916;0.062316911
PH031421044;0.108058978;0.061401737
PH031421045;0.121599628;0.054522204
PH031421046;0.111188811;0.066083916
PH031421047;0.125333333;0.047166667
PH031421048;0.125037481;0.044677661
PH031421049;0.124617997;0.053989813
PH031421050;0.117709438;0.057617533
PH031421051;0.140931373;0.047181373
PH031421052;0.136600728;0.043204409
PH031421054;0.120646559;0.049325112
PH031421055;0.125611746;0.03588907
PH031421056;0.116438356;0.060882801
PH031421057;0.127429806;0.057595392
PH031421058;0.14292543;0.044455067
PH031421059;0.132699049;0.048823235
PH031422001;0.120792079;0.055445545
PH031422002;0.096252129;0.045996593
PH031422003;0.114012863;0.056811538
PH031422004;0.094666667;0.038666667
PH031422005;0.104956268;0.050291545
PH031422006;0.116555308;0.069042316
PH031422007;0.113173653;0.052095808
PH031422008;0.114117647;0.071764706
PH031422009;0.115366651;0.039545384
PH031422010;0.091561939;0.064183124
PH031422011;0.101828967;0.063766683
PH031422012;0.09063893;0.071322437
PH031422013;0.118898282;0.044450504
PH031422014;0.106233325;0.041474654
PH031422015;0.098355664;0.074908648
PH031422016;0.114441417;0.045413261
PH031422017;0.108324975;0.061183551
PH031422018;0.113866667;0.067733333
PH031422019;0.104712042;0.053403141
PH031422020;0.144254279;0.080684597
PH031422021;0.108978753;0.045236463
PH031422022;0.114600551;0.056198347
PH031422023;0.096577017;0.061124694
PH031422024;0.100344037;0.073394495
PH031422025;0.12605042;0.047619048
PH031422026;0.106413994;0.047133139
PH031422027;0.123222749;0.035919182
PH031422028;0.130551817;0.050471063
PH031422030;0.118668772;0.047005952
PH031422031;0.113692266;0.062858705
PH031422032;0.103457106;0.047759283
PH031422033;0.11549769;0.043679126
PH031422034;0.117602714;0.035808519
PH031422035;0.130170316;0.049878345
PH031423001;0.112993716;0.04701526
PH031423002;0.135949367;0.036835443
PH031423003;0.110426929;0.060344828
PH031423004;0.127154472;0.036422764
PH031423005;0.127134373;0.038975501
PH031423006;0.123143843;0.044322784
PH031423007;0.113828721;0.04173144
PH031423008;0.13143056;0.031952663
PH031423009;0.125974642;0.03593464
PH031423010;0.100984168;0.064612751
PH031423011;0.117038302;0.04288915
PH031423013;0.123136895;0.039440495
PH031423014;0.102585488;0.041284404
PH031423015;0.121448864;0.047703598
PH031423016;0.104613234;0.056073315
PH031423017;0.115550375;0.053207926
PH031423018;0.114353219;0.053868872
PH031423019;0.125952845;0.038468357
PH031423020;0.121154644;0.043269516
PH031423021;0.125216674;0.036813867
PH031423022;0.127782;0.035718163
PH031423023;0.129684418;0.047830375
PH031423024;0.096396081;0.052484255
PH031423025;0.1262466;0.036831369
PH031424001;0.135873016;0.040634921
PH031424002;0.144985673;0.019484241
PH031424003;0.178331735;0.022051774
PH031424004;0.148103697;0.031204993
PH031424005;0.165725865;0.033145173
PH031424006;0.123819517;0.036376355
PH031424007;0.139175258;0.02978236
PH031424008;0.153816794;0.029770992
PH034901003;0.12193951;0.048487758
PH034901004;0.120798179;0.066425606
PH034901005;0.137509697;0.052366175
PH034901010;0.1234129;0.043169121
PH034901015;0.122253296;0.039552537
PH034901016;0.130372493;0.055873926
PH034901018;0.125912409;0.04060219
PH034901020;0.072289157;0.069879518
PH034901021;0.114985862;0.06267672
PH034901022;0.116646416;0.061360875
PH034901023;0.086696562;0.062780269
PH034901024;0.112947658;0.05785124
PH034901027;0.14019641;0.044700305
PH034901028;0.135135135;0.054054054
PH034901029;0.151357597;0.03812825
PH034901030;0.129213483;0.056741573
PH034901031;0.117281208;0.051976899
PH034901032;0.121015101;0.04614094
PH034901033;0.106619505;0.064173825
PH034901034;0.111008326;0.061979648
PH034901035;0.132217573;0.030125523
PH034901036;0.133818844;0.045061447
PH034901038;0.115520282;0.05643739
PH034901039;0.117842486;0.059214383
PH034901040;0.097208855;0.054860443
PH034901042;0.130634278;0.044804318
PH034902001;0.138457808;0.045344326
PH034902002;0.159936659;0.037212985
PH034902003;0.115594329;0.052344602
PH034902004;0.141034483;0.036896552
PH034902005;0.060070671;0.074204947
PH034902006;0.112270243;0.063089916
PH034902007;0.160036166;0.036166365
PH034902008;0.119851183;0.046505448
PH034902009;0.134380454;0.041186736
PH034902010;0.15047619;0.025396825
PH034902011;0.120225423;0.070757671
PH034902012;0.133451957;0.03158363
PH034902013;0.149242704;0.0350942
PH034902014;0.09154519;0.039650146
PH034902015;0.122974963;0.061119293
PH034902016;0.150720165;0.055555556
PH034902017;0.140734266;0.043706294
PH034902018;0.139850943;0.042963612
PH034902020;0.108961303;0.053632043
PH034902021;0.106447689;0.051703163
PH034902022;0.124137931;0.045841785
PH034902023;0.111976147;0.062448236
PH034902024;0.11489521;0.057634731
PH034902025;0.131621188;0.099518459
PH034902026;0.088989442;0.060331825
PH034902027;0.126352016;0.054572271
PH034902028;0.122910521;0.054572271
PH034902029;0.109364768;0.048952194
PH034903002;0.101055512;0.066849101
PH034903003;0.137421179;0.040661013
PH034903005;0.145539906;0.039906103
PH034903006;0.116498536;0.05043931
PH034903007;0.127301214;0.038516778
PH034903008;0.126109295;0.04483886
PH034903009;0.098341232;0.043048973
PH034903010;0.084937238;0.066527197
PH034903011;0.120989074;0.046808511
PH034903012;0.131655373;0.035818006
PH034903013;0.115928545;0.034052847
PH034903015;0.095701541;0.052716951
PH034903016;0.100882506;0.041010555
PH034903017;0.117243744;0.065135413
PH034903018;0.115291993;0.057495485
PH034903019;0.113480922;0.043016559
PH034903020;0.118401579;0.047607301
PH034903022;0.113983754;0.039654118
PH034903023;0.075932203;0.084745763
PH034903024;0.127202643;0.044603524
PH034903025;0.046511628;0.098837209
PH034903026;0.141883519;0.02850062
PH034903027;0.107512061;0.049620951
PH034903028;0.118697226;0.04318456
PH034903029;0.117368933;0.0481157
PH034903030;0.121536218;0.049586777
PH034903031;0.127008929;0.029910714
PH034903032;0.082336383;0.069669247
PH034903033;0.141040136;0.028547202
PH034903035;0.113995485;0.068848758
PH034903036;0.070413437;0.054909561
PH034903037;0.114569823;0.057068742
PH034903038;0.123969008;0.036990752
PH034903039;0.15521384;0.028832292
PH034903040;0.123505976;0.055776892
PH034903041;0.101076555;0.051435407
PH034903042;0.116099684;0.040941456
PH034903043;0.128064243;0.046914624
PH034903044;0.125695931;0.037687366
PH034903046;0.101388051;0.066385033
PH034903047;0.096363215;0.072735696
PH034903048;0.128774423;0.04973357
PH034903049;0.086821015;0.045636687
PH034903050;0.119323241;0.057880677
PH034903051;0.113960114;0.045177045
PH034903052;0.111013986;0.04763986
PH034903053;0.116024118;0.053352823
PH034903054;0.081039755;0.064220183
PH034903055;0.135977987;0.040587021
PH034903056;0.120955699;0.045793927
PH034903057;0.12012012;0.048381715
PH034903058;0.126969833;0.047726249
PH034903059;0.131007752;0.037726098
PH034903060;0.125399645;0.028419183
PH034903061;0.121328225;0.043848446
PH034903063;0.130134357;0.03646833
PH034903064;0.107142857;0.056206089
PH034903065;0.061570036;0.071831709
PH034903066;0.084917617;0.063371356
PH034903067;0.128429656;0.041447752
PH034903068;0.117093675;0.045436349
PH034903071;0.117739757;0.052228726
PH034903072;0.1093773;0.046371265
PH034903073;0.141917153;0.034245551
PH034903074;0.070921986;0.054078014
PH034903075;0.107669617;0.043510324
PH034903076;0.087152517;0.054094666
PH034903077;0.094292804;0.059057072
PH034903078;0.142453241;0.037625054
PH034903079;0.124946786;0.041294168
PH034903082;0.106456839;0.068734089
PH034903083;0.143533773;0.03315486
PH034903084;0.085755814;0.05377907
PH034903085;0.089461713;0.062926459
PH034903086;0.072528883;0.090500642
PH034903087;0.106849315;0.068493151
PH034903088;0.052469136;0.080246914
PH034903089;0.10428737;0.030127462
PH034903090;0.123151821;0.041651641
PH034903091;0.11608599;0.051890289
PH034903092;0.094082694;0.044070314
PH034903093;0.114327062;0.036903039
PH034903094;0.093977659;0.039825158
PH034903095;0.118564743;0.056385113
PH034903096;0.093899204;0.092307692
PH034903097;0.096071429;0.055357143
PH034903098;0.07311828;0.08172043
PH034903099;0.09804878;0.054634146
PH034903100;0.13060321;0.043165468
PH034904001;0.104734577;0.066714491
PH034904002;0.144067797;0.029986962
PH034904003;0.131617647;0.042156863
PH034904004;0.115976645;0.047770701
PH034904005;0.117806824;0.065184179
PH034904006;0.094448728;0.063222822
PH034904008;0.128242075;0.07204611
PH034904009;0.113659023;0.063808574
PH034904010;0.114144566;0.066562663
PH034904012;0.112359551;0.063820225
PH034904013;0.108986616;0.070745698
PH034904014;0.12198437;0.060142712
PH034904015;0.11928934;0.046700508
PH034904016;0.105820106;0.074074074
PH034904017;0.111973392;0.064301552
PH034904019;0.109413203;0.068459658
PH034904020;0.129449018;0.044965168
PH034904021;0.127797924;0.05189446
PH034904022;0.126731774;0.054735408
PH034904023;0.097491039;0.05734767
PH034904024;0.14741406;0.037782595
PH034904025;0.153950034;0.038487508
PH034904026;0.132863613;0.050830398
PH034905001;0.122902494;0.046258503
PH034905002;0.109190888;0.054202671
PH034905004;0.12018372;0.048226588
PH034905005;0.127991675;0.039802289
PH034905007;0.113292434;0.0400818
PH034905015;0.132155301;0.044300647
PH034905020;0.145797227;0.040944541
PH034905030;0.130169492;0.037966102
PH034905041;0.127126231;0.016114593
PH034905045;0.129458666;0.039026437
PH034905046;0.134519573;0.032740214
PH034905047;0.087848933;0.032019704
PH034905048;0.12741652;0.044815466
PH034905052;0.11358885;0.059233449
PH034905053;0.120340788;0.061767838
PH034905054;0.131546894;0.058465286
PH034905055;0.143560873;0.045742435
PH034906001;0.104559748;0.064465409
PH034906002;0.112315271;0.063546798
PH034906003;0.09039548;0.080979284
PH034906004;0.121502209;0.075110457
PH034906005;0.098497496;0.075959933
PH034906006;0.120792079;0.071287129
PH034906007;0.094488189;0.059055118
PH034906008;0.120274914;0.070446735
PH034906009;0.091373802;0.083067093
PH034906010;0.09234609;0.096505824
PH034906011;0.123943662;0.084507042
PH034906012;0.116110305;0.065312046
PH034906013;0.112734864;0.082463466
PH034906014;0.109413203;0.081295844
PH034906015;0.160766962;0.053097345
PH034906016;0.135725429;0.071762871
PH034906017;0.103806228;0.062283737
PH034906018;0.097078228;0.088595664
PH034906019;0.114323259;0.072273325
PH034906021;0.089552239;0.082089552
PH034906022;0.107692308;0.100512821
PH034906023;0.086833144;0.090805902
PH034906024;0.114047288;0.104311544
PH034906025;0.10438247;0.066932271
PH034906026;0.117718447;0.05461165
PH034906027;0.110189027;0.07791609
PH034906028;0.113827993;0.066610455
PH034906029;0.118881119;0.059052059
PH034906030;0.127753304;0.076358297
PH034906031;0.106435644;0.063737624
PH034906032;0.083333333;0.117283951
PH034906033;0.115260786;0.066323245
PH034906034;0.153568854;0.042537851
PH034906035;0.116398714;0.071382637
PH034906036;0.119459459;0.058918919
PH034906037;0.107214429;0.049098196
PH034906038;0.118518519;0.065020576
PH034906039;0.120300752;0.058646617
PH034906040;0.11682243;0.060747664
PH034906041;0.102265769;0.084507042
PH034906042;0.122478386;0.067002882
PH034906043;0.10514813;0.077950461
PH034906044;0.101105845;0.062401264
PH034906045;0.130653266;0.055276382
PH034906046;0.127532777;0.069725864
PH034906047;0.112588652;0.057624113
PH034906048;0.119895743;0.059947871
PH034906049;0.097370983;0.090555015
PH034906050;0.144050104;0.058455115
PH034906051;0.112401055;0.074934037
PH034906052;0.130265211;0.068642746
PH034907001;0.126238532;0.057247706
PH034907002;0.143403442;0.045889101
PH034907003;0.166515014;0.043676069
PH034907004;0.134967081;0.064374543
PH034907005;0.163370253;0.034018987
PH034907006;0.145454545;0.038181818
PH034907007;0.149019608;0.033333333
PH034907008;0.134755211;0.047503635
PH034907009;0.141499654;0.041292329
PH034907010;0.128624535;0.06394052
PH034907011;0.144514768;0.065400844
PH034907012;0.138785626;0.051425031
PH034907013;0.138674884;0.055469954
PH034907014;0.129651028;0.057314537
PH034907015;0.096205962;0.077913279
PH034907016;0.133835215;0.049351736
PH034908001;0.10725429;0.046801872
PH034908002;0.130759105;0.038613427
PH034908003;0.1249501;0.042115768
PH034908004;0.111208024;0.055822067
PH034908005;0.102608099;0.062457104
PH034908006;0.12062839;0.048718908
PH034908007;0.117341641;0.055555556
PH034908008;0.121996148;0.050824751
PH034908009;0.106169297;0.06384505
PH034908010;0.09550861;0.059470975
PH034908011;0.112285647;0.055986219
PH034908012;0.121508219;0.05805265
PH034908013;0.128473433;0.058132775
PH034908014;0.107979984;0.067158283
PH034908015;0.117826087;0.056956522
PH034908016;0.107381007;0.055874914
PH034908017;0.116582187;0.051955105
PH034908018;0.15483871;0.029435484
PH034908019;0.097753491;0.061323619
PH034908020;0.140911026;0.040868455
PH034908021;0.147315855;0.041198502
PH034908022;0.123385013;0.047157623
PH034908023;0.146105263;0.034105263
PH034909002;0.109536082;0.057345361
PH034909003;0.160104987;0.051181102
PH034909004;0.1495;0.03
PH034909005;0.135379061;0.047833935
PH034909006;0.131730769;0.038461538
PH034909007;0.137630662;0.034262485
PH034909009;0.141527002;0.038175047
PH034909010;0.172297297;0.054054054
PH034909011;0.134706815;0.024564184
PH034909012;0.133267327;0.048910891
PH034909014;0.118353345;0.051457976
PH034909016;0.109929078;0.04787234
PH034909017;0.130569656;0.051325437
PH034909018;0.128898129;0.051975052
PH034909019;0.114441417;0.055585831
PH034909020;0.143916914;0.029673591
PH034909021;0.15210356;0.030744337
PH034909023;0.130758808;0.0399729
PH034909025;0.123966942;0.06482438
PH034909026;0.120442442;0.052027857
PH034910001;0.113304721;0.043204578
PH034910002;0.123525019;0.053622106
PH034910003;0.139761045;0.033342595
PH034910004;0.118896431;0.062623166
PH034910005;0.144255456;0.030969191
PH034910006;0.128767123;0.056787049
PH034910007;0.120849934;0.076361222
PH034910008;0.124500286;0.063392347
PH034910014;0.127185679;0.048917569
PH034910015;0.114835506;0.067039106
PH034910016;0.118559901;0.067039106
PH034910017;0.102908277;0.07885906
PH034910018;0.126892574;0.031723143
PH034911001;0.085616438;0.075342466
PH034911002;0.161741835;0.037325039
PH034911003;0.135654697;0.060573087
PH034911004;0.121866897;0.063958513
PH034911005;0.097359736;0.082508251
PH034911006;0.116919618;0.056211355
PH034911007;0.128508124;0.079763663
PH034911008;0.131508678;0.050734312
PH034911009;0.130020827;0.055638203
PH034911011;0.133064516;0.028225806
PH034911014;0.142782152;0.047244094
PH034911015;0.137575758;0.049090909
PH034911016;0.124789207;0.057335582
PH034911017;0.144404332;0.039711191
PH034911018;0.128661088;0.063284519
PH034911019;0.122082585;0.057450628
PH034911020;0.119393557;0.070120025
PH034911021;0.127659574;0.056990881
PH034911022;0.12741424;0.051599885
PH034911023;0.123386296;0.048907646
PH034911024;0.112183353;0.068757539
PH034911025;0.149470899;0.045414462
PH034911026;0.137566138;0.052910053
PH034911027;0.141941392;0.055860806
PH034911028;0.102478232;0.063630275
PH034911029;0.126530612;0.061904762
PH034911030;0.122869318;0.059659091
PH034911031;0.120825147;0.059184676
PH034911032;0.124856816;0.052691867
PH034911033;0.138888889;0.027777778
PH034911034;0.107838891;0.050238198
PH034911035;0.118707483;0.06122449
PH034911036;0.111154446;0.065522621
PH034911038;0.121469888;0.054780538
PH034911039;0.124789775;0.050117726
PH034911041;0.108731466;0.046128501
PH034911042;0.106872636;0.063682219
PH034911043;0.119496855;0.060796646
PH034911044;0.121064061;0.053745928
PH034911045;0.12038835;0.046990291
PH034911046;0.112292359;0.065780731
PH034911047;0.146551724;0.043103448
PH034911048;0.106877323;0.06830855
PH034911049;0.114457831;0.095783133
PH034911050;0.116004296;0.046186896
PH034911051;0.12967033;0.067399267
PH034911052;0.096011817;0.056868538
PH034911053;0.143667297;0.041587902
PH034911054;0.119409466;0.062961355
PH034911055;0.116468378;0.044458359
PH034911056;0.11430575;0.063639551
PH034911057;0.125678119;0.048824593
PH034911058;0.117563739;0.042492918
PH034911059;0.110607434;0.051223935
PH034911060;0.122430742;0.052949062
PH034911061;0.107397091;0.080160941
PH034911062;0.086403509;0.06754386
PH034911063;0.138510809;0.061649319
PH034911064;0.128797084;0.063791009
PH034911065;0.105062082;0.063037249
PH034911066;0.116584565;0.049261084
PH034911068;0.121641791;0.057462687
PH034911069;0.126116071;0.041294643
PH034911070;0.132877527;0.068370987
PH034912001;0.12102405;0.05973623
PH034912002;0.114210098;0.055781759
PH034912003;0.132392838;0.051003798
PH034912004;0.123167155;0.043150398
PH034912005;0.101010101;0.079685746
PH034912006;0.129604366;0.048021828
PH034912007;0.107879925;0.066291432
PH034912008;0.130095923;0.035371703
PH034912010;0.133240805;0.047883414
PH034912012;0.12354107;0.050429421
PH034912013;0.108882521;0.065902579
PH034912014;0.124666413;0.063286313
PH034912015;0.119480931;0.045102073
PH034912016;0.131407269;0.05638397
PH034912017;0.116247451;0.055064582
PH034912018;0.119180088;0.054172767
PH034912019;0.111793073;0.045594038
PH034912020;0.103625464;0.072223808
PH034912021;0.117310443;0.071530758
PH034912022;0.128321256;0.050422705
PH034912023;0.12690605;0.060009838
PH034912024;0.104446743;0.058945191
PH034912025;0.121495327;0.064836449
PH034912026;0.10331825;0.037707391
PH034912027;0.10923864;0.054167921
PH034912028;0.117647059;0.063957219
PH034912029;0.108454313;0.061770566
PH034913001;0.098710866;0.077348066
PH034913002;0.095144357;0.088582677
PH034913003;0.129378127;0.090779128
PH034913004;0.111656843;0.060248854
PH034913005;0.107508532;0.046075085
PH034913006;0.143666532;0.03723189
PH034913009;0.150525088;0.04084014
PH034913011;0.121428571;0.047619048
PH034913013;0.104681746;0.05891636
PH034913016;0.138888889;0.052812071
PH034913017;0.132044561;0.042922674
PH034913018;0.154179925;0.038761932
PH034913019;0.115207373;0.042626728
PH034913020;0.145626478;0.054846336
PH034913021;0.141684665;0.047516199
PH034913022;0.107210626;0.056609741
PH034913023;0.147267206;0.039979757
PH034914002;0.124639769;0.061959654
PH034914003;0.091170136;0.07609476
PH034914004;0.111111111;0.066276803
PH034914005;0.109853121;0.059363525
PH034914006;0.108304219;0.061005106
PH034914007;0.133195307;0.035196687
PH034914008;0.109035979;0.054929964
PH034914009;0.108966816;0.062838315
PH034914011;0.135790495;0.040737148
PH034914012;0.123006834;0.062479662
PH034914013;0.124798061;0.046849758
PH034915001;0.105052125;0.060946271
PH034915002;0.134304207;0.036407767
PH034915003;0.132681564;0.044692737
PH034915004;0.108095676;0.051057958
PH034915005;0.122609674;0.062992126
PH034915006;0.111473037;0.061889251
PH034915008;0.109479866;0.040687919
PH034915009;0.130769231;0.05
PH034915010;0.127707244;0.037341299
PH034915011;0.117391304;0.049275362
PH034915012;0.116341627;0.055817081
PH034915013;0.123678161;0.029425287
PH034915015;0.126575029;0.052691867
PH034915016;0.115588235;0.053235294
PH034915018;0.100835946;0.067920585
PH034915019;0.115296279;0.066146073
PH034915020;0.116483516;0.050549451
PH034915021;0.137905605;0.033923304
PH034915022;0.116207951;0.077675841
PH034915023;0.104562105;0.060939061
PH034915024;0.121422376;0.054640069
PH034915025;0.153010859;0.033563672
PH034916002;0.139175258;0.055964654
PH034916003;0.12238806;0.062089552
PH034916004;0.104761905;0.053968254
PH034916005;0.108695652;0.061413043
PH034916006;0.121341463;0.048170732
PH034916007;0.11687631;0.053197065
PH034916008;0.12476653;0.051550243
PH034916010;0.125166445;0.055259654
PH034916013;0.125860374;0.058013766
PH034916016;0.116368286;0.078005115
PH034916017;0.133103844;0.046471601
PH034916018;0.127563782;0.051275638
PH034916020;0.099547511;0.085972851
PH034916021;0.098634294;0.08952959
PH034916022;0.070402299;0.068965517
PH034916023;0.08110176;0.078041316
PH034916025;0.109460946;0.073707371
PH034916026;0.112612613;0.067567568
PH034916028;0.117980179;0.044832468
PH034916029;0.097355769;0.057091346
PH034916030;0.12603181;0.051540165
PH034916032;0.109632446;0.06400507
PH034916033;0.119191919;0.075252525
PH034916034;0.12749616;0.055299539
PH034917001;0.120511559;0.060009838
PH034917002;0.134379598;0.051986268
PH034917003;0.100918318;0.058192363
PH034917004;0.109559613;0.060150376
PH034917005;0.126582278;0.053006329
PH034917006;0.125925926;0.07962963
PH034917007;0.125;0.058884298
PH034917008;0.13125;0.049375
PH034917009;0.124063281;0.039134055
PH034917010;0.121509434;0.046792453
PH034917011;0.129839471;0.05618508
PH034917012;0.125531915;0.042553191
PH034917013;0.136391816;0.045257285
PH034917014;0.128643216;0.057286432
PH034917016;0.132701422;0.067535545
PH034917017;0.106575964;0.053968254
PH034917018;0.110058152;0.058582813
PH034917019;0.12;0.092173913
PH034917020;0.12572402;0.053833049
PH034917021;0.101851852;0.060699588
PH034917022;0.09556314;0.087030717
PH034917024;0.099747929;0.057616133
PH034917025;0.133956386;0.05815161
PH034917026;0.108173077;0.053846154
PH034917027;0.100797679;0.077229877
PH034917028;0.095744681;0.07787234
PH034917029;0.107221542;0.065116279
PH034917030;0.117344554;0.064048621
PH034917031;0.12195122;0.06402439
PH034917032;0.138572286;0.053389322
PH034917033;0.110803324;0.061865189
PH034917034;0.10897111;0.088190573
PH034917035;0.131490223;0.04652731
PH034917036;0.143721096;0.053361793
PH034917037;0.133743274;0.049192929
PH034917038;0.14181439;0.056308655
PH034917040;0.133511348;0.042723632
PH034918001;0.100795756;0.050397878
PH034918002;0.090273363;0.070565798
PH034918003;0.108280255;0.061378112
PH034918004;0.07;0.105
PH034918005;0.103794643;0.053571429
PH034918008;0.095571096;0.093240093
PH034918009;0.111731844;0.044692737
PH034918011;0.097165992;0.111336032
PH034918012;0.146711636;0.05143339
PH034918013;0.110701107;0.055350554
PH034918014;0.136410256;0.057435897
PH034918016;0.119485294;0.090073529
PH034918017;0.088757396;0.076923077
PH034918019;0.11179173;0.068912711
PH034918021;0.091891892;0.05045045
PH034918023;0.113318617;0.066961001
PH034918024;0.114197531;0.086419753
PH034918025;0.111353712;0.091703057
PH034918026;0.100354191;0.087367178
PH034918027;0.136585366;0.034146341
PH034918028;0.0925;0.135
PH034919001;0.138655462;0.042857143
PH034919003;0.102235876;0.037719747
PH034919004;0.130763416;0.051398337
PH034919005;0.107396871;0.064722617
PH034919006;0.133748056;0.052358735
PH034919007;0.123348018;0.03671072
PH034919008;0.139991642;0.045549519
PH034919010;0.121500264;0.056524036
PH034919011;0.13643371;0.044193217
PH034919012;0.14237936;0.039178213
PH034919013;0.133333333;0.043925234
PH034919014;0.125461255;0.045286817
PH034919015;0.120389996;0.051292921
PH034919016;0.095109915;0.035441902
PH034919017;0.132852292;0.033531409
PH034919018;0.164362519;0.02764977
PH034919020;0.137531486;0.045843829
PH034919021;0.1444333;0.039117352
PH034919022;0.096573209;0.062305296
PH034920001;0.127023661;0.04234122
PH034920003;0.127114548;0.057999033
PH034920004;0.114652157;0.01127089
PH034920005;0.099146688;0.022348639
PH034920007;0.129228101;0.039895924
PH034920009;0.136573104;0.041055718
PH034920010;0.137483787;0.035884133
PH034920011;0.158978583;0.037067545
PH034920012;0.108046631;0.066249645
PH034920013;0.110779436;0.066334992
PH034920014;0.128404669;0.055447471
PH034920015;0.121723937;0.04950495
PH034920016;0.105854524;0.033707865
PH034920017;0.116296296;0.038518519
PH034921001;0.142083082;0.038832029
PH034921003;0.132960547;0.044113079
PH034921006;0.147313692;0.062391681
PH034921007;0.1165234;0.085004776
PH034921008;0.120280948;0.096575944
PH034921009;0.139764997;0.064316636
PH034921012;0.134420925;0.059458002
PH034921013;0.133945738;0.050416578
PH034921014;0.109831345;0.064582476
PH034921015;0.153482881;0.027154664
PH034922001;0.121400456;0.050341827
PH034922004;0.127522542;0.057535423
PH034922005;0.119560341;0.060116644
PH034922006;0.134933775;0.050220751
PH034922010;0.109616678;0.07868191
PH034922011;0.089361702;0.093617021
PH034922012;0.131684876;0.050603795
PH034922013;0.121916236;0.061675273
PH034922014;0.146028614;0.049333991
PH034922015;0.137200223;0.036252091
PH034922017;0.118888889;0.053333333
PH034922018;0.117034569;0.064139942
PH034922019;0.12745605;0.04705274
PH034922020;0.133333333;0.038818565
PH034922022;0.139270488;0.037896731
PH034922024;0.139171512;0.043604651
PH034923002;0.111669058;0.065758011
PH034923005;0.109028227;0.053436759
PH034923006;0.119586296;0.065072183
PH034923007;0.114261412;0.064927701
PH034923008;0.119066774;0.061142397
PH034923009;0.103379722;0.05666004
PH034923010;0.159793814;0.045103093
PH034923011;0.111539698;0.06203793
PH034923012;0.125;0.066666667
PH034923013;0.108599034;0.043285024
PH034923016;0.123921925;0.050839764
PH034923018;0.121578386;0.046214006
PH034923019;0.114645858;0.040816327
PH034923021;0.118669921;0.052776083
PH034923022;0.127075812;0.059927798
PH034923025;0.09079118;0.093385214
PH034923026;0.112747588;0.060944642
PH034923027;0.126540127;0.070596071
PH034923028;0.086075949;0.05221519
PH034923029;0.124729437;0.055465368
PH034923030;0.121118012;0.044513458
PH034923031;0.113851992;0.058191018
PH034923032;0.146303502;0.047859922
PH034923033;0.148694665;0.059023837
PH034923034;0.137662338;0.055844156
PH034923035;0.140544041;0.037564767
PH034924001;0.13412604;0.04803805
PH034924002;0.13174946;0.057235421
PH034924003;0.11058264;0.059651209
PH034924004;0.112347826;0.064347826
PH034924005;0.125070423;0.055211268
PH034924006;0.116274391;0.05914303
PH034924007;0.116735537;0.050275482
PH034924008;0.106588654;0.050623251
PH034924009;0.08797954;0.08797954
PH034924011;0.122961536;0.049129567
PH034924012;0.121468927;0.042372881
PH034924013;0.108173807;0.065025828
PH034924014;0.095332018;0.070348455
PH034924015;0.113622628;0.063942947
PH034924016;0.137504982;0.043975023
PH034924017;0.086206897;0.082068966
PH034925001;0.095610343;0.075165364
PH034925002;0.103918893;0.07038409
PH034925004;0.109606987;0.067248908
PH034925005;0.119226214;0.056454797
PH034925006;0.112697533;0.065012476
PH034925008;0.116655196;0.050068823
PH034925010;0.108673091;0.059747961
PH034925011;0.10231504;0.062813664
PH034925012;0.123799637;0.04204516
PH034926001;0.118229855;0.060766182
PH034926002;0.11858021;0.049375372
PH034926003;0.137110292;0.042574589
PH034926004;0.126410835;0.048758465
PH034926005;0.131955485;0.050278219
PH034926006;0.095800933;0.062986003
PH034926007;0.13038205;0.049120679
PH034926008;0.130965005;0.042417815
PH034926009;0.114035088;0.0625
PH034926010;0.128630705;0.042625424
PH034926011;0.133609334;0.05137373
PH034926012;0.120422898;0.046802476
PH034926013;0.130157171;0.032416503
PH034926014;0.119542179;0.038575668
PH034926015;0.127789047;0.062880325
PH034926016;0.132360886;0.057266343
PH034926017;0.11741683;0.048597521
PH034926019;0.104721833;0.071061244
PH034926020;0.093831001;0.059616382
PH034926021;0.084997875;0.065448364
PH034926022;0.09470305;0.069020867
PH034926023;0.103117506;0.085531575
PH034926024;0.119277108;0.062951807
PH034926027;0.127194245;0.042302158
PH034926028;0.131125227;0.045825771
PH034926029;0.140519731;0.054860443
