Region,Province,Municipality_City,Mun_Code,Housing_Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall
Region XIII (Caraga),Surigao Del Norte,Malimono,PH166715000,3992,2143,468,0,217,1157,0,0,1,0
Region XIII (Caraga),Surigao Del Norte,Pilar,PH166716000,2353,633,663,1,40,1014,1,0,0,0
Region XIII (Caraga),Surigao Del Norte,Placer,PH166717000,5854,2956,1221,3,212,1445,3,0,3,0
Region XIII (Caraga),Surigao Del Norte,San Benito,PH166718000,1184,330,381,0,17,454,1,0,0,0
Region XIII (Caraga),Surigao Del Norte,San Francisco (Anao-Aon),PH166719000,3160,2043,244,2,188,661,6,0,0,0
Region XIII (Caraga),Surigao Del Norte,San Isidro,PH166720000,1574,589,361,0,21,594,2,0,4,0
Region XIII (Caraga),Surigao Del Norte,Santa Monica (Sapao),PH166721000,1974,847,455,0,42,630,0,0,0,0
Region XIII (Caraga),Surigao Del Norte,Sison,PH166722000,2899,1774,603,32,34,422,9,2,4,16
Region XIII (Caraga),Surigao Del Norte,Socorro,PH166723000,4409,2464,1202,0,116,627,0,0,0,0
Region XIII (Caraga),Surigao Del Norte,City of Surigao (Capital),PH166724000,34572,20107,10025,84,451,3611,99,16,46,46
Region XIII (Caraga),Surigao Del Norte,Tagana-An,PH166725000,3733,1667,967,20,73,980,12,3,2,1
Region XIII (Caraga),Surigao Del Norte,Tubod,PH166727000,3219,2257,447,10,38,373,40,0,3,30
Region XIII (Caraga),Surigao Del Sur,Barobo,PH166801000,10567,3125,5707,12,25,1664,1,1,0,1
Region XIII (Caraga),Surigao Del Sur,Bayabas,PH166802000,1710,453,218,0,75,964,0,0,0,0
Region XIII (Caraga),Surigao Del Sur,City of Bislig,PH166803000,20952,5870,8280,21,115,6475,80,7,45,38
Region XIII (Caraga),Surigao Del Sur,Cagwait,PH166804000,4319,1003,1680,0,34,1598,2,0,0,2
Region XIII (Caraga),Surigao Del Sur,Cantilan,PH166805000,6960,2525,716,0,614,3096,9,0,0,0
Region XIII (Caraga),Surigao Del Sur,Carmen,PH166806000,2314,887,319,0,201,906,0,0,0,0
Region XIII (Caraga),Surigao Del Sur,Carrascal,PH166807000,5003,1517,746,0,162,2576,0,0,0,0
Region XIII (Caraga),Surigao Del Sur,Cortes,PH166808000,3520,1238,772,0,92,1415,1,1,0,0
Region XIII (Caraga),Surigao Del Sur,Hinatuan,PH166809000,8750,1381,1854,2,82,5412,16,0,3,0
Region XIII (Caraga),Surigao Del Sur,Lanuza,PH166810000,2721,769,293,0,209,1449,0,0,0,1
Region XIII (Caraga),Surigao Del Sur,Lianga,PH166811000,6208,1075,3647,3,30,1429,5,2,2,1
Region XIII (Caraga),Surigao Del Sur,Lingig,PH166812000,6965,899,1955,11,106,3926,17,0,49,2
Region XIII (Caraga),Surigao Del Sur,Madrid,PH166813000,3495,1787,424,0,328,956,0,0,0,0
Region XIII (Caraga),Surigao Del Sur,Marihatag,PH166814000,3668,1054,1005,0,62,1545,0,0,0,1
Region XIII (Caraga),Surigao Del Sur,San Agustin,PH166815000,4548,1328,1308,1,62,1840,4,1,1,3
Region XIII (Caraga),Surigao Del Sur,San Miguel,PH166816000,7918,952,3753,0,8,3205,0,0,0,0
Region XIII (Caraga),Surigao Del Sur,Tagbina,PH166817000,8318,2082,3349,6,44,2790,3,0,6,1
Region XIII (Caraga),Surigao Del Sur,Tago,PH166818000,7852,1325,1990,0,142,4394,0,1,0,0
Region XIII (Caraga),Surigao Del Sur,City of Tandag (Capital),PH166819000,12014,3838,3753,11,190,4181,1,0,4,18
Region XIII (Caraga),Dinagat Islands,Basilisa (Rizal),PH168501000,8189,2786,3920,14,27,1359,39,1,4,10
Region XIII (Caraga),Dinagat Islands,Cagdianao,PH168502000,3729,1619,910,35,46,1023,21,3,25,46
Region XIII (Caraga),Dinagat Islands,Dinagat,PH168503000,2172,1000,557,7,40,535,17,2,3,2
Region XIII (Caraga),Dinagat Islands,Libjo (Albor),PH168504000,4057,1508,1870,1,19,653,0,0,1,0
Region XIII (Caraga),Dinagat Islands,Loreto,PH168505000,2228,1039,695,3,39,443,8,0,1,0
Region XIII (Caraga),Dinagat Islands,San Jose (Capital),PH168506000,5688,2956,1955,17,42,622,20,2,16,15
Region XIII (Caraga),Dinagat Islands,Tubajon,PH168507000,1839,712,660,0,22,441,2,0,0,0
Mimaropa Region,Marinduque,Boac (Capital),PH174001000,12652,8452,2668,22,123,1305,14,4,6,10
Mimaropa Region,Marinduque,Buenavista,PH174002000,5309,2993,1105,2,69,1131,1,0,3,1
Mimaropa Region,Marinduque,Gasan,PH174003000,7997,5097,1549,8,67,1244,7,0,1,3
Mimaropa Region,Marinduque,Mogpog,PH174004000,8219,5600,1759,15,52,742,11,0,20,7
Mimaropa Region,Marinduque,Santa Cruz,PH174005000,13309,8527,3492,43,46,1082,20,0,19,15
Mimaropa Region,Marinduque,Torrijos,PH174006000,6855,4307,1457,5,41,1037,1,1,1,2
Mimaropa Region,Occidental Mindoro,Abra De Ilog,PH175101000,7185,3313,590,7,182,3010,72,0,2,6
Mimaropa Region,Occidental Mindoro,Calintaan,PH175102000,6430,2961,1247,4,130,1904,16,0,4,7
Mimaropa Region,Occidental Mindoro,Looc,PH175103000,2295,1427,99,0,163,597,1,2,0,2
Mimaropa Region,Occidental Mindoro,Lubang,PH175104000,4642,3331,268,3,333,693,2,3,1,3
Mimaropa Region,Occidental Mindoro,Magsaysay,PH175105000,7782,3001,2199,3,45,2486,6,0,0,4
Mimaropa Region,Occidental Mindoro,Mamburao (Capital),PH175106000,9912,6465,1479,12,202,1683,16,0,2,15
Mimaropa Region,Occidental Mindoro,Paluan,PH175107000,3481,1320,530,1,123,1496,4,1,3,0
Mimaropa Region,Occidental Mindoro,Rizal,PH175108000,8426,4127,1978,2,89,2167,1,1,3,0
Mimaropa Region,Occidental Mindoro,Sablayan,PH175109000,18473,9541,3324,12,248,5243,7,1,6,2
Mimaropa Region,Occidental Mindoro,San Jose,PH175110000,32761,18985,6513,32,228,6746,12,4,20,19
Mimaropa Region,Occidental Mindoro,Santa Cruz,PH175111000,8888,4035,765,0,700,3262,82,0,0,1
Mimaropa Region,Oriental Mindoro,Baco,PH175201000,8248,4799,1065,6,246,2038,6,4,15,18
Mimaropa Region,Oriental Mindoro,Bansud,PH175202000,9144,5180,1975,19,112,1808,12,2,5,8
Mimaropa Region,Oriental Mindoro,Bongabong,PH175203000,16450,8278,2741,18,280,5022,43,0,3,21
Mimaropa Region,Oriental Mindoro,Bulalacao (San Pedro),PH175204000,8485,1878,1119,10,154,5245,3,0,7,24
Mimaropa Region,Oriental Mindoro,City of Calapan (Capital),PH175205000,30324,23437,2914,28,761,3069,36,4,13,22
Mimaropa Region,Oriental Mindoro,Gloria,PH175206000,10314,6139,1893,15,208,2025,10,0,4,3
Mimaropa Region,Oriental Mindoro,Mansalay,PH175207000,11219,3910,886,9,268,6063,6,7,12,18
Mimaropa Region,Oriental Mindoro,Naujan,PH175208000,23221,14892,2499,53,907,4670,23,7,32,36
Mimaropa Region,Oriental Mindoro,Pinamalayan,PH175209000,19281,12937,3279,74,337,2354,154,7,14,47
Mimaropa Region,Oriental Mindoro,Pola,PH175210000,8169,4316,1221,6,320,2235,9,1,8,5
Mimaropa Region,Oriental Mindoro,Puerto Galera,PH175211000,8292,5307,1302,44,133,1287,78,4,8,98
Mimaropa Region,Oriental Mindoro,Roxas,PH175212000,11628,7009,1864,42,162,2440,20,2,15,11
Mimaropa Region,Oriental Mindoro,San Teodoro,PH175213000,4039,2216,512,10,130,1150,7,1,0,1
Mimaropa Region,Oriental Mindoro,Socorro,PH175214000,9054,5703,1985,10,107,1188,2,0,22,6
Mimaropa Region,Oriental Mindoro,Victoria,PH175215000,11120,7351,1535,27,207,1934,3,0,5,3
Mimaropa Region,Palawan,Aborlan,PH175301000,8267,2989,1781,16,89,3334,2,3,8,7
Mimaropa Region,Palawan,Agutaya,PH175302000,3044,1097,990,2,25,924,0,0,1,0
Mimaropa Region,Palawan,Araceli,PH175303000,3206,788,749,1,46,1608,0,1,5,1
Mimaropa Region,Palawan,Balabac,PH175304000,8411,222,3548,0,37,4587,3,0,2,0
Mimaropa Region,Palawan,Bataraza,PH175305000,17923,4130,3452,3,148,9970,19,0,8,2
Mimaropa Region,Palawan,Brooke'S Point,PH175306000,15383,4336,3619,25,161,7149,5,3,9,6
Mimaropa Region,Palawan,Busuanga,PH175307000,5032,1134,1175,9,89,2568,8,0,6,6
Mimaropa Region,Palawan,Cagayancillo,PH175308000,1100,480,346,0,6,266,0,0,0,0
Mimaropa Region,Palawan,Coron,PH175309000,11463,3052,4985,31,58,3169,8,1,5,9
Mimaropa Region,Palawan,Cuyo,PH175310000,5015,2961,568,1,93,1376,4,0,1,3
Mimaropa Region,Palawan,Dumaran,PH175311000,5757,1263,756,0,67,3614,2,0,1,1
Mimaropa Region,Palawan,El Nido (Bacuit),PH175312000,9465,2966,2756,4,48,3595,5,0,2,0
Mimaropa Region,Palawan,Linapacan,PH175313000,3359,453,900,0,17,1968,1,0,0,0
Mimaropa Region,Palawan,Magsaysay,PH175314000,2731,1553,321,0,40,813,1,0,1,2
Mimaropa Region,Palawan,Narra,PH175315000,16897,6257,5375,5,126,4990,5,1,14,0
Mimaropa Region,Palawan,City of Puerto Princesa (Capital),PH175316000,61665,29335,19522,53,380,11071,61,3,34,32
Mimaropa Region,Palawan,Quezon,PH175317000,13912,2411,3106,1,74,8186,6,0,7,0
Mimaropa Region,Palawan,Roxas,PH175318000,15321,4199,2608,3,265,8165,18,1,7,4
Mimaropa Region,Palawan,San Vicente,PH175319000,6707,2058,1481,10,98,2998,26,0,1,1
Mimaropa Region,Palawan,Taytay,PH175320000,15993,3750,3773,6,182,8033,7,0,4,7
Mimaropa Region,Palawan,Kalayaan,PH175321000,31,7,24,0,0,0,0,0,0,0
Mimaropa Region,Palawan,Culion,PH175322000,4640,1025,1627,5,14,1912,4,1,5,9
Mimaropa Region,Palawan,Rizal (Marcos),PH175323000,12731,1580,1264,1,147,9663,8,0,1,0
Mimaropa Region,Palawan,Sofronio Espa̱ola,PH175324000,7673,1424,1658,1,62,4494,4,2,0,0
Mimaropa Region,Romblon,Alcantara,PH175901000,3666,1956,313,15,170,1100,16,9,26,48
Mimaropa Region,Romblon,Banton,PH175902000,1419,897,233,0,55,230,0,0,0,3
Mimaropa Region,Romblon,Cajidiocan,PH175903000,4951,2289,782,0,126,1729,16,0,4,4
Mimaropa Region,Romblon,Calatrava,PH175904000,2299,1062,322,3,75,828,1,0,3,1
Mimaropa Region,Romblon,Concepcion,PH175905000,1047,478,361,0,13,195,0,0,0,0
Mimaropa Region,Romblon,Corcuera,PH175906000,2467,748,45,0,410,1251,1,1,1,10
Mimaropa Region,Romblon,Looc,PH175907000,5363,3013,985,5,106,1174,4,1,0,1
Mimaropa Region,Romblon,Magdiwang,PH175908000,3066,1281,559,3,97,1072,13,8,21,7
Mimaropa Region,Romblon,Odiongan,PH175909000,11388,6508,3246,2,86,1521,2,0,0,0
Mimaropa Region,Romblon,Romblon (Capital),PH175910000,8910,5080,1198,15,401,2158,20,5,6,3
Mimaropa Region,Romblon,San Agustin,PH175911000,5258,2960,561,9,204,1462,18,2,5,30
Mimaropa Region,Romblon,San Andres,PH175912000,3544,2053,416,4,80,984,0,0,0,0
Mimaropa Region,Romblon,San Fernando,PH175913000,4978,2119,929,0,191,1684,7,9,27,4
Mimaropa Region,Romblon,San Jose,PH175914000,2391,964,306,0,182,933,3,0,0,1
Mimaropa Region,Romblon,Santa Fe,PH175915000,3691,1458,144,0,299,1774,1,0,0,0
Mimaropa Region,Romblon,Ferrol,PH175916000,1653,694,388,0,35,531,3,0,0,0
Mimaropa Region,Romblon,Santa Maria (Imelda),PH175917000,1880,847,262,8,52,657,19,9,7,19
